CustomerID,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
121030,MRS.,Amelia,Harris,8/13/1948,M,F,Amelia853@gmail.com,11012,2,Partial High School,Clerical,Y
121031,MRS.,Josephine,Wright,2/20/1949,M,F,Josephine30@hotmail.com,21564,4,High School,Skilled Manual,Y
121032,MRS.,Angelina,Wright,11/15/1948,M,F,Angelina421@hotmail.com,21881,4,High School,Skilled Manual,Y
121033,MR.,Wyatt,Taylor,4/27/1949,M,M,Wyatt402@hotmail.com,21537,4,High School,Skilled Manual,Y
121034,MRS.,Olivia,Walker,1/17/1949,M,F,Olivia965@hotmail.com,21868,4,High School,Skilled Manual,Y
121035,,Olivia,Walker,8/8/1949,M,NA,Olivia537@gmail.com,11063,2,Partial High School,Clerical,Y
121036,MS.,Jessica,Gray,6/26/1980,M,F,Jessica964@outlook.com,61623,0,Partial College,Skilled Manual,Y
121037,MS.,Camila,Garcia,4/13/1979,S,F,Camila678@outlook.com,41551,0,Partial High School,Clerical,N
121038,MRS.,Genesis,Harris,9/15/1949,M,F,Genesis148@yahoo.com,11067,2,Partial High School,Clerical,Y
121039,MR.,Parker,Roberts,6/3/1950,M,M,Parker147@yahoo.com,31409,3,Partial College,Clerical,Y
121040,MR.,Elijah,Mitchell,1/21/1979,M,M,Elijah503@outlook.com,31003,0,Partial College,Skilled Manual,Y
121041,MS.,Chloe,Green,3/27/1979,M,F,Chloe931@yahoo.com,61945,0,Partial College,Skilled Manual,Y
121042,MS.,Lily,Reed,12/19/1978,M,F,Lily265@outlook.com,71359,0,Partial College,Skilled Manual,Y
121043,MR.,Nicholas,Scott,8/10/1977,M,M,Nicholas570@yahoo.com,61508,0,Partial College,Skilled Manual,Y
121044,MR.,Mason,Zimmerman,10/8/1950,M,M,Mason161@gmail.com,21252,2,Partial High School,Clerical,Y
121045,MR.,Cole,Torres,11/25/1951,S,M,Cole114@outlook.com,31895,3,High School,Skilled Manual,N
121046,MRS.,Isabella,Parker,9/28/1951,M,F,Isabella646@hotmail.com,31011,3,High School,Skilled Manual,Y
121047,MRS.,Bella,Rodriguez,10/17/1951,M,F,Bella354@outlook.com,31202,3,High School,Skilled Manual,N
121048,MR.,James,Turner,5/2/1952,M,M,James296@gmail.com,31474,3,High School,Skilled Manual,Y
121049,MS.,Natalia,Edwards,1/21/1982,S,F,Natalia526@hotmail.com,41758,0,Partial High School,Clerical,Y
121050,MR.,Oliver,Harris,3/5/1953,M,M,Oliver250@yahoo.com,31119,3,High School,Skilled Manual,Y
121051,MR.,Ethan,Jackson,3/7/1953,S,M,Ethan667@hotmail.com,31114,3,High School,Skilled Manual,N
121052,MRS.,Erin,Gonzalez,1/25/1953,S,F,Erin333@outlook.com,41568,2,Partial College,Clerical,N
121053,MS.,Kennedy,Smith,4/6/1982,M,F,Kennedy203@yahoo.com,61967,0,Partial College,Skilled Manual,N
121054,MRS.,Chloe,Jones,9/4/1953,M,F,Chloe571@gmail.com,41529,2,Partial College,Skilled Manual,Y
121055,MR.,Anthony,Rodriguez,9/25/1953,M,M,Anthony787@gmail.com,41739,2,Partial College,Skilled Manual,Y
121056,MRS.,Kennedy,Cooper,10/24/1954,M,F,Kennedy522@hotmail.com,41148,3,Partial College,Skilled Manual,Y
121057,MR.,Ryan,Rodriguez,3/27/1955,M,M,Ryan639@gmail.com,71080,2,Graduate Degree,Management,Y
121058,MR.,Elijah,Nelson,9/14/1955,M,M,Elijah534@gmail.com,81501,2,Partial College,Skilled Manual,Y
121059,MRS.,Jessica,Hall,10/23/1955,S,F,Jessica255@gmail.com,81836,2,Partial College,Skilled Manual,Y
121060,MR.,Parker,Rodriguez,8/27/1955,M,M,Parker476@gmail.com,81060,2,Partial College,Skilled Manual,Y
121061,MR.,Evan,Roberts,8/2/1955,M,M,Evan618@outlook.com,81824,2,Partial College,Skilled Manual,Y
121062,MR.,Elijah,Stevens,4/22/1977,M,M,Elijah527@outlook.com,41430,0,High School,Skilled Manual,Y
121063,MS.,Jasmine,Cooper,9/19/1976,S,F,Jasmine822@hotmail.com,41797,0,High School,Skilled Manual,Y
121064,MR.,Ryan,King,5/18/1977,M,M,Ryan378@hotmail.com,41488,0,High School,Skilled Manual,Y
121065,MS.,Jasmine,Foster,6/1/1975,M,F,Jasmine833@hotmail.com,61883,0,Partial College,Skilled Manual,N
121066,MS.,Hailey,Gonzalez,6/15/1975,M,F,Hailey274@gmail.com,71247,0,Partial College,Professional,Y
121067,MR.,Isaac,Gonzalez,2/27/1978,S,M,Isaac334@outlook.com,61385,0,Partial College,Professional,Y
121068,MRS.,Elizabeth,Wright,3/19/1957,S,F,Elizabeth316@yahoo.com,81284,2,High School,Skilled Manual,Y
121069,MRS.,Jocelyn,Garcia,4/19/1957,S,F,Jocelyn479@hotmail.com,81855,2,High School,Skilled Manual,N
121070,MR.,Jaxon,Watson,8/22/1956,M,M,Jaxon8@hotmail.com,81704,2,High School,Skilled Manual,Y
121071,MRS.,Ivy,White,11/27/1956,S,F,Ivy210@gmail.com,81998,2,High School,Skilled Manual,Y
121072,MRS.,Elizabeth,Hughes,7/31/1956,S,F,Elizabeth250@outlook.com,81878,2,High School,Skilled Manual,N
121073,MRS.,Bella,Edwards,3/19/1958,S,F,Bella360@yahoo.com,71797,2,High School,Skilled Manual,Y
121074,MR.,Blake,Jackson,3/18/1958,S,M,Blake425@hotmail.com,71936,2,High School,Skilled Manual,Y
121075,MRS.,Elizabeth,Rodriguez,4/20/1959,S,F,Elizabeth848@hotmail.com,81594,2,High School,Professional,Y
121076,MR.,Daniel,Davis,11/26/1958,S,M,Daniel74@yahoo.com,81042,2,High School,Professional,Y
121077,MRS.,Josephine,Harris,5/12/1959,S,F,Josephine307@outlook.com,81743,2,High School,Professional,N
121078,MS.,Kate,Cooper,5/30/1975,S,F,Kate438@gmail.com,41983,0,High School,Professional,N
121079,MR.,Gabriel,Taylor,10/14/1960,S,M,Gabriel185@hotmail.com,161009,0,Graduate Degree,Management,Y
121080,MR.,Brandon,Davis,1/27/1961,M,M,Brandon348@hotmail.com,171066,0,Graduate Degree,Management,Y
121081,MRS.,Alexandra,Rodriguez,1/15/1968,M,F,Alexandra491@yahoo.com,121131,2,Bachelors,Management,Y
121082,,Kennedy,King,3/5/1968,S,NA,Kennedy244@yahoo.com,131935,0,Graduate Degree,Management,N
121083,MS.,Hailey,Gray,8/20/1967,M,F,Hailey760@outlook.com,131320,0,Graduate Degree,Management,Y
121084,MR.,Caleb,Miller,4/26/1959,S,M,Caleb67@outlook.com,81406,2,Partial High School,Skilled Manual,N
121085,MRS.,Grace,Edwards,2/25/1959,S,F,Grace878@yahoo.com,61532,2,High School,Professional,N
121086,MR.,Brody,Hughes,7/29/1959,M,M,Brody345@gmail.com,71533,2,Partial College,Professional,Y
121087,MRS.,Jasmine,Smith,4/29/1959,M,F,Jasmine609@hotmail.com,71852,3,Partial College,Professional,N
121089,MRS.,Brianna,Baker,9/19/1958,S,F,Brianna932@hotmail.com,81200,2,Bachelors,Management,Y
121090,MR.,Connor,Zimmerman,7/26/1959,S,M,Connor20@gmail.com,91574,2,Partial College,Professional,Y
121091,MR.,Grayson,Gonzalez,9/12/1958,M,M,Grayson202@outlook.com,91933,2,Partial College,Professional,Y
121092,MRS.,Alexa,Scott,12/3/1968,M,F,Alexa191@outlook.com,91753,2,Bachelors,Professional,Y
121093,MS.,Abigail,Wood,2/16/1969,M,F,Abigail480@gmail.com,101192,0,Graduate Degree,Management,Y
121094,MR.,David,Reed,10/10/1963,S,M,David475@hotmail.com,71842,1,Partial College,Skilled Manual,N
121095,MR.,Alexander,Miller,2/14/1964,S,M,Alexander878@hotmail.com,71283,1,Partial College,Skilled Manual,Y
121096,MR.,Ethan,Foster,2/4/1964,M,M,Ethan98@gmail.com,61286,1,Bachelors,Professional,Y
121097,MR.,Dylan,Lee,4/4/1963,M,M,Dylan881@gmail.com,61270,1,Partial College,Skilled Manual,Y
121098,MRS.,Josephine,Scott,9/29/1962,S,F,Josephine118@outlook.com,61130,1,Partial College,Skilled Manual,N
121099,MR.,Benjamin,Wright,9/13/1962,M,M,Benjamin566@yahoo.com,61782,1,Bachelors,Professional,Y
121100,MRS.,Lila,Reed,5/1/1962,S,F,Lila242@hotmail.com,61511,1,Partial College,Skilled Manual,Y
121101,MS.,Caroline,Gonzalez,10/31/1966,S,F,Caroline837@gmail.com,71707,0,Bachelors,Professional,N
121102,MRS.,Chloe,Lewis,11/6/1966,S,F,Chloe24@hotmail.com,81783,5,Bachelors,Professional,Y
121103,MS.,Alexa,Hernandez,3/23/1966,S,F,Alexa685@yahoo.com,71924,0,Bachelors,Professional,Y
121104,MR.,Brody,Harris,10/19/1965,M,M,Brody912@outlook.com,71747,0,Bachelors,Professional,N
121105,MS.,Alexa,Hall,8/9/1966,S,F,Alexa745@outlook.com,71370,0,Bachelors,Professional,N
121106,MR.,Oliver,Hernandez,4/22/1966,S,M,Oliver387@hotmail.com,71113,0,Bachelors,Professional,N
121107,MRS.,Erin,Watson,2/13/1961,M,F,Erin224@hotmail.com,91082,1,Bachelors,Professional,Y
121108,MS.,Alice,Walker,1/23/1965,S,F,Alice870@gmail.com,71333,0,Bachelors,Professional,N
121109,MR.,Brandon,Mitchell,6/12/1965,S,M,Brandon717@hotmail.com,71219,0,Bachelors,Professional,N
121110,MR.,Brody,Young,12/22/1963,M,M,Brody998@gmail.com,61297,1,Partial College,Skilled Manual,Y
121111,MRS.,Caroline,Gonzalez,9/16/1963,M,F,Caroline502@outlook.com,61888,1,Partial College,Skilled Manual,Y
121112,MRS.,Jasmine,Turner,1/26/1964,M,F,Jasmine616@hotmail.com,61227,1,Partial College,Skilled Manual,Y
121113,MR.,Jacob,Taylor,8/12/1963,M,M,Jacob899@yahoo.com,71028,5,Bachelors,Professional,Y
121114,MRS.,Kayla,Watson,1/11/1964,S,F,Kayla743@outlook.com,71611,5,Partial College,Skilled Manual,Y
121115,MR.,Samuel,Reed,9/13/1963,M,M,Samuel377@gmail.com,71374,5,Partial College,Skilled Manual,Y
121116,MR.,Ethan,Foster,4/26/1964,M,M,Ethan411@hotmail.com,71528,5,Partial College,Skilled Manual,Y
121117,MRS.,Erin,Brown,9/21/1962,M,F,Erin219@yahoo.com,71890,5,Partial College,Skilled Manual,Y
121118,MR.,Cole,Sanchez,1/13/1959,S,M,Cole82@hotmail.com,81776,1,Partial College,Skilled Manual,N
121119,MR.,Jonathan,Baker,9/26/1936,S,M,Jonathan781@yahoo.com,31104,2,Partial College,Clerical,N
121121,MR.,Lucas,Adams,4/4/1962,M,M,Lucas767@yahoo.com,71340,5,Partial College,Skilled Manual,Y
121122,MR.,Mason,Lewis,10/27/1961,M,M,Mason259@outlook.com,71986,5,Partial College,Skilled Manual,Y
121123,MR.,Anthony,Adams,1/5/1962,M,M,Anthony700@outlook.com,71398,5,Partial College,Skilled Manual,Y
121124,MR.,Jackson,Hernandez,2/26/1959,S,M,Jackson708@outlook.com,81582,1,Partial College,Skilled Manual,Y
121125,MRS.,Amelia,Edwards,11/4/1957,S,F,Amelia732@outlook.com,71696,1,Partial College,Skilled Manual,Y
121126,MR.,Oliver,Taylor,11/26/1950,M,M,Oliver883@yahoo.com,11335,2,High School,Skilled Manual,N
121127,MS.,Angelina,Gonzalez,4/24/1977,M,F,Angelina801@gmail.com,41190,0,High School,Skilled Manual,Y
121128,MS.,Lila,White,4/20/1977,M,F,Lila879@outlook.com,41234,0,High School,Skilled Manual,Y
121129,MS.,Annabelle,Stevens,3/15/1977,S,F,Annabelle86@outlook.com,41051,0,High School,Skilled Manual,Y
121130,MS.,Caroline,Jones,8/2/1981,M,F,Caroline438@hotmail.com,31322,0,High School,Skilled Manual,Y
121131,MS.,Kate,Scott,9/7/1981,M,F,Kate735@outlook.com,31550,0,High School,Skilled Manual,N
121132,MS.,Jocelyn,Jackson,5/17/1982,S,F,Jocelyn179@hotmail.com,31225,0,High School,Skilled Manual,N
121133,MS.,Audrey,Parker,3/12/1982,S,F,Audrey396@hotmail.com,31273,0,Partial High School,Clerical,N
121134,MR.,James,Scott,8/30/1947,S,M,James955@hotmail.com,11930,5,High School,Skilled Manual,Y
121135,MR.,Grayson,Torres,4/2/1981,S,M,Grayson15@gmail.com,31653,0,Partial High School,Clerical,N
121136,MS.,Alexa,Roberts,3/14/1980,S,F,Alexa833@yahoo.com,41465,0,High School,Skilled Manual,N
121137,MS.,Madison,Taylor,1/29/1980,M,F,Madison904@hotmail.com,41941,0,High School,Skilled Manual,Y
121138,MS.,Isabella,Edwards,1/29/1980,M,F,Isabella312@outlook.com,41752,0,High School,Skilled Manual,N
121139,MRS.,Genesis,Rogers,5/30/1940,S,F,Genesis961@yahoo.com,31037,2,Partial College,Clerical,N
121140,MR.,Aiden,Rodriguez,9/21/1978,S,M,Aiden279@yahoo.com,31349,0,Partial High School,Clerical,N
121141,MS.,Annabelle,King,12/10/1978,M,F,Annabelle757@hotmail.com,41252,0,High School,Skilled Manual,N
121142,MR.,Alexander,Jones,12/31/1978,S,M,Alexander801@hotmail.com,41929,0,High School,Skilled Manual,N
121143,MR.,David,Walker,7/1/1978,M,M,David29@yahoo.com,41985,0,High School,Skilled Manual,Y
121144,MR.,Samuel,Perez,4/1/1981,S,M,Samuel661@yahoo.com,41084,0,High School,Skilled Manual,N
121145,MS.,Zoey,Stevens,5/8/1981,S,F,Zoey700@yahoo.com,41642,0,High School,Skilled Manual,N
121146,MRS.,Alexandra,King,3/31/1941,S,F,Alexandra597@outlook.com,41945,2,Bachelors,Management,Y
121147,MR.,Aiden,Lee,9/24/1940,M,M,Aiden635@hotmail.com,61330,2,Graduate Degree,Management,Y
121148,MR.,Jackson,Sanchez,12/31/1942,M,M,Jackson49@outlook.com,41435,2,Bachelors,Management,Y
121149,MR.,Parker,Clark,10/5/1942,M,M,Parker986@hotmail.com,41060,2,Bachelors,Management,Y
121150,MR.,Aiden,Gonzalez,9/3/1942,S,M,Aiden492@hotmail.com,41120,2,Bachelors,Management,Y
121151,MRS.,Elena,Murphy,8/26/1943,S,F,Elena800@yahoo.com,61619,2,Graduate Degree,Management,N
121152,MR.,Benjamin,Sanchez,5/29/1977,S,M,Benjamin510@yahoo.com,41972,0,High School,Skilled Manual,Y
121153,MS.,Eva,Mitchell,11/23/1977,M,F,Eva839@yahoo.com,41344,0,High School,Skilled Manual,Y
121154,MS.,Hannah,Johnson,1/14/1978,S,F,Hannah322@hotmail.com,41563,0,Partial College,Skilled Manual,Y
121155,MR.,Ethan,Turner,6/27/1977,S,M,Ethan496@hotmail.com,41711,0,Partial College,Skilled Manual,N
121156,MS.,Jocelyn,Hughes,9/14/1977,S,F,Jocelyn85@yahoo.com,41706,0,Partial College,Skilled Manual,N
121157,MS.,Julia,Adams,12/25/1976,M,F,Julia824@yahoo.com,41822,0,High School,Skilled Manual,Y
121158,MR.,Landon,Hughes,5/1/1977,S,M,Landon482@yahoo.com,41268,0,High School,Skilled Manual,Y
121159,MS.,Lila,Rogers,3/31/1977,S,F,Lila938@hotmail.com,41363,0,High School,Skilled Manual,N
121160,MR.,Christopher,West,8/13/1975,S,M,Christopher871@outlook.com,41543,0,Partial College,Skilled Manual,N
121161,MS.,Jessica,Zimmerman,11/11/1975,S,F,Jessica966@yahoo.com,41313,0,Partial College,Skilled Manual,N
121162,MR.,Tristan,Jones,9/10/1975,S,M,Tristan878@outlook.com,41630,0,Partial College,Skilled Manual,Y
121163,MR.,Tristan,Nelson,6/17/1976,M,M,Tristan143@outlook.com,41338,0,Partial College,Skilled Manual,Y
121164,MR.,Benjamin,Hall,11/6/1975,S,M,Benjamin733@yahoo.com,41117,0,Partial College,Skilled Manual,N
121165,MS.,Ariana,Cooper,1/3/1975,M,F,Ariana739@gmail.com,61860,0,Partial College,Skilled Manual,N
121166,MS.,Kayla,Rogers,11/29/1973,S,F,Kayla172@gmail.com,71821,0,Partial College,Skilled Manual,N
121167,MS.,Ariana,Martinez,2/5/1974,S,F,Ariana518@outlook.com,81707,0,Bachelors,Management,N
121168,MR.,Connor,King,10/20/1969,S,M,Connor83@outlook.com,81508,0,Bachelors,Management,N
121169,MR.,Tyler,Brown,1/26/1970,M,M,Tyler729@outlook.com,91504,4,Bachelors,Management,Y
121170,MRS.,Natalia,Torres,9/14/1969,M,F,Natalia700@gmail.com,91479,4,Bachelors,Management,Y
121171,MR.,Andrew,Smith,4/4/1969,S,M,Andrew434@outlook.com,101538,1,Bachelors,Management,Y
121172,MRS.,Lila,Parker,5/30/1969,M,F,Lila961@yahoo.com,101581,1,Bachelors,Management,Y
121173,MS.,Eva,Mitchell,1/23/1969,S,F,Eva640@gmail.com,111358,0,Graduate Degree,Management,N
121174,MR.,David,Martinez,2/4/1969,M,M,David237@outlook.com,111069,0,Graduate Degree,Management,Y
121175,MR.,Tristan,Mitchell,10/15/1964,S,M,Tristan100@outlook.com,71519,0,Partial College,Skilled Manual,Y
121176,MR.,William,Foster,9/1/1969,M,M,William799@outlook.com,91580,4,Bachelors,Management,Y
121177,MR.,James,Johnson,2/10/1944,M,M,James468@outlook.com,111805,2,Graduate Degree,Management,Y
121178,MR.,Jackson,Zimmerman,1/5/1945,M,M,Jackson93@outlook.com,101712,2,Graduate Degree,Management,Y
121179,MRS.,Kayla,Rodriguez,11/21/1944,M,F,Kayla934@yahoo.com,121502,2,Graduate Degree,Management,Y
121180,MRS.,Grace,Clark,6/22/1944,M,F,Grace656@yahoo.com,161425,1,Bachelors,Management,Y
121181,MR.,Andrew,Rodriguez,2/1/1945,M,M,Andrew333@hotmail.com,171422,2,Graduate Degree,Management,Y
121182,MRS.,Madison,Zimmerman,1/8/1946,S,F,Madison264@outlook.com,71256,4,Bachelors,Management,Y
121183,MRS.,Addison,Lee,12/19/1945,S,F,Addison596@outlook.com,71248,4,Bachelors,Management,Y
121184,MRS.,Lucy,Murphy,6/14/1946,S,F,Lucy419@yahoo.com,71956,4,Bachelors,Management,Y
121185,MRS.,Gabriella,Scott,2/28/1946,S,F,Gabriella774@gmail.com,71369,4,Bachelors,Management,Y
121186,MRS.,Natalia,Watson,11/17/1945,S,F,Natalia779@gmail.com,71964,4,Bachelors,Management,Y
121187,MRS.,Alice,Roberts,8/25/1945,M,F,Alice365@hotmail.com,61245,4,Graduate Degree,Management,Y
121188,MRS.,Mallory,Mitchell,3/22/1946,M,F,Mallory720@hotmail.com,61136,4,Graduate Degree,Management,N
121190,MR.,Oliver,Gonzalez,11/17/1945,M,M,Oliver495@gmail.com,71579,5,Bachelors,Management,Y
121191,MRS.,Genesis,Rodriguez,7/19/1947,S,F,Genesis751@hotmail.com,71864,5,Bachelors,Management,Y
121192,MR.,Caleb,Zimmerman,5/2/1947,M,M,Caleb538@outlook.com,61066,4,Bachelors,Management,Y
121193,MR.,Tyler,Jackson,9/28/1946,M,M,Tyler416@gmail.com,61908,4,Bachelors,Management,Y
121194,MRS.,Ava,King,1/6/1947,M,F,Ava893@gmail.com,61815,4,Bachelors,Management,Y
121195,MRS.,Isabella,Garcia,8/30/1947,M,F,Isabella602@outlook.com,61691,5,Bachelors,Management,Y
121196,MR.,William,Reed,1/28/1948,M,M,William893@yahoo.com,61225,5,Bachelors,Management,Y
121197,MRS.,Kate,Foster,11/26/1947,M,F,Kate768@outlook.com,71989,3,Bachelors,Management,N
121198,MRS.,Natalia,Sanchez,5/2/1948,S,F,Natalia839@gmail.com,71374,4,Bachelors,Management,Y
121199,MRS.,Aubrey,Wright,6/6/1948,M,F,Aubrey436@hotmail.com,71036,4,Bachelors,Management,Y
121200,MR.,Grayson,Hall,5/30/1949,M,M,Grayson307@hotmail.com,71022,4,Bachelors,Management,Y
121201,MRS.,Gabriella,Zimmerman,1/28/1949,M,F,Gabriella408@outlook.com,71925,4,Bachelors,Management,Y
121202,MRS.,Genesis,Cooper,3/29/1949,M,F,Genesis526@gmail.com,81750,5,Bachelors,Management,N
121203,MR.,Colton,Foster,2/9/1950,M,M,Colton815@outlook.com,41882,2,High School,Professional,Y
121205,MRS.,Brianna,Rogers,2/24/1950,M,F,Brianna392@hotmail.com,41024,2,High School,Professional,Y
121206,MR.,Nicholas,Garcia,3/17/1950,M,M,Nicholas16@gmail.com,61684,2,Partial College,Professional,Y
121207,MRS.,Abigail,Stevens,12/8/1949,S,F,Abigail68@yahoo.com,61174,2,Partial College,Professional,Y
121208,MRS.,Amelia,Rodriguez,9/23/1949,M,F,Amelia497@yahoo.com,61335,2,Bachelors,Management,Y
121209,MRS.,Emilia,Edwards,8/26/1949,M,F,Emilia595@hotmail.com,61669,2,Bachelors,Management,Y
121210,MR.,Christopher,Hughes,11/17/1949,M,M,Christopher87@hotmail.com,71602,4,Partial College,Professional,Y
121211,MRS.,Camila,Harris,3/9/1951,M,F,Camila603@gmail.com,41750,2,High School,Professional,Y
121212,MRS.,Erin,Lewis,5/29/1951,M,F,Erin397@hotmail.com,41700,2,High School,Professional,Y
121213,MRS.,Lily,Young,12/18/1950,S,F,Lily68@gmail.com,61046,2,Partial College,Professional,Y
121214,MR.,Andrew,Lewis,4/19/1951,S,M,Andrew311@yahoo.com,61585,2,Partial College,Professional,Y
121215,MRS.,Alexa,Miller,2/4/1952,M,F,Alexa706@hotmail.com,41463,2,Partial High School,Skilled Manual,Y
121216,MRS.,Gabriella,Scott,11/6/1951,S,F,Gabriella936@yahoo.com,61782,2,Partial College,Professional,Y
121217,MRS.,Lila,Jackson,7/18/1951,S,F,Lila846@yahoo.com,61310,2,Partial College,Professional,Y
121218,MRS.,Josephine,Brown,2/28/1952,S,F,Josephine829@gmail.com,61838,2,Partial College,Professional,N
121219,MR.,Tristan,Nelson,7/2/1952,M,M,Tristan28@outlook.com,61429,2,High School,Professional,Y
121220,MRS.,Caroline,Gonzalez,8/21/1951,M,F,Caroline192@outlook.com,61131,2,Partial College,Professional,Y
121221,MR.,Daniel,Garcia,1/14/1952,M,M,Daniel41@outlook.com,71983,4,Partial College,Professional,Y
121222,MRS.,Daisy,Perez,2/15/1952,M,F,Daisy900@gmail.com,81911,3,Bachelors,Management,Y
121223,MRS.,Eva,Wright,4/4/1953,S,F,Eva427@outlook.com,71542,2,High School,Professional,Y
121224,MRS.,Brianna,Clark,3/30/1953,S,F,Brianna901@outlook.com,71636,2,High School,Professional,Y
121226,MRS.,Emilia,White,2/27/1953,M,F,Emilia749@hotmail.com,61949,2,Partial College,Professional,Y
121227,MR.,Brody,Young,3/21/1953,S,M,Brody458@hotmail.com,61507,2,Partial College,Professional,Y
121228,MRS.,Mallory,Martinez,11/6/1952,M,F,Mallory600@outlook.com,61813,2,Partial College,Professional,Y
121229,MR.,Gabriel,West,6/25/1953,S,M,Gabriel715@outlook.com,71986,4,Partial College,Professional,Y
121230,MRS.,Audrey,Garcia,9/8/1952,M,F,Audrey8@outlook.com,71302,4,Partial College,Professional,N
121231,MR.,Mason,Zimmerman,5/16/1954,M,M,Mason231@hotmail.com,61891,2,High School,Professional,Y
121232,MRS.,Bella,Hernandez,3/23/1954,M,F,Bella413@yahoo.com,61012,3,High School,Professional,N
121233,MR.,Grayson,Parker,4/6/1954,M,M,Grayson603@gmail.com,71031,4,Partial College,Professional,Y
121234,,Olivia,Johnson,4/20/1954,S,NA,Olivia148@hotmail.com,71041,4,Partial College,Professional,Y
121235,MR.,Blake,Davis,9/15/1953,M,M,Blake447@gmail.com,71018,4,Partial College,Professional,Y
121236,MR.,Jackson,Jackson,8/10/1953,S,M,Jackson615@gmail.com,71918,5,Partial College,Professional,Y
121237,MR.,Oliver,Stevens,5/15/1960,S,M,Oliver67@hotmail.com,131543,2,Bachelors,Management,N
121238,MRS.,Julia,Foster,1/19/1960,S,F,Julia792@outlook.com,131892,2,Bachelors,Management,N
121239,MRS.,Annabelle,Edwards,3/30/1960,M,F,Annabelle751@hotmail.com,131737,2,Partial College,Professional,N
121240,MRS.,Amelia,Mitchell,6/15/1960,M,F,Amelia718@hotmail.com,161244,2,Partial College,Professional,Y
121241,MRS.,Ariana,Walker,3/23/1959,S,F,Ariana696@hotmail.com,101926,2,Partial College,Professional,Y
121242,MR.,Anthony,Adams,3/26/1959,M,M,Anthony997@gmail.com,111186,2,Partial College,Professional,Y
